,response
226089,0
90733,0
329064,0
240141,1
319649,0
130118,0
203842,0
231770,0
196208,1
161938,0
3787,0
152329,0
321082,0
19619,0
17361,0
152173,0
110086,0
99861,0
109107,0
6397,0
120227,0
134489,0
235935,0
47435,0
102531,0
280431,1
319795,0
321643,0
61589,0
14761,0
119339,0
217005,0
81845,0
93104,0
147316,0
127506,0
130577,0
243460,0
33566,0
378262,1
246832,0
20265,0
322181,0
90906,0
266164,0
65807,0
8981,0
101163,1
178785,0
74640,1
371890,0
367662,0
254702,0
36208,0
23765,0
309047,0
36627,0
143489,0
159087,0
243229,0
130662,0
151172,0
557,1
227942,0
133014,0
213669,0
196594,0
52809,1
89004,0
229539,0
226084,0
351615,0
242397,0
152142,0
358701,1
13049,0
24345,0
186056,1
360882,0
109860,0
338281,0
44576,0
330271,0
222029,0
366971,1
95470,0
256242,0
175624,1
366506,0
240307,0
214983,0
95227,0
63634,1
90708,0
299972,0
288570,0
209023,0
82022,0
33257,0
192545,0
228112,0
367705,0
261749,0
154862,0
71509,0
157340,0
315903,0
367647,0
77458,0
60734,0
189268,0
307553,0
364140,0
355435,0
314982,0
35633,0
264029,0
253590,0
241560,0
295261,0
258812,0
306226,0
341413,0
331945,0
23442,0
33247,1
272759,1
137384,0
317630,0
336842,0
38039,0
205784,0
287672,0
239691,0
118633,0
19077,0
311534,0
303765,0
376342,0
230183,0
18884,1
352808,0
71542,0
28146,0
208179,0
198113,0
310737,0
53651,0
8716,0
298910,0
291308,0
165748,1
98246,0
308585,0
38897,0
270227,0
213898,0
372357,0
89799,0
72302,0
86398,0
196728,0
104056,0
104412,0
310330,0
201681,0
252179,0
173018,0
330713,0
351055,0
218185,1
291409,0
139504,0
342656,1
345200,1
30385,1
255532,0
25474,0
63773,0
246796,0
189679,0
56313,0
84171,0
173215,1
178905,0
131278,0
131531,0
44499,0
185942,0
331397,0
325894,0
300192,0
305434,0
319410,1
358415,0
360609,0
313302,0
211116,0
264962,0
60982,0
63574,1
175449,0
90032,0
122616,0
203757,0
69496,0
216660,1
96607,0
129319,0
170052,0
278567,1
80133,1
44236,1
29816,0
139253,0
313367,0
374719,0
136470,1
284899,0
372159,1
259630,0
112178,0
59856,0
153971,0
150794,1
317552,0
103051,0
14218,0
176014,0
231311,0
143705,0
53801,1
272219,0
123276,0
251535,0
234325,0
125009,0
167719,0
156583,0
243477,0
25877,0
321153,0
172303,1
145536,0
147201,1
213711,0
122844,0
43312,0
329535,0
359092,0
155297,0
168044,0
190936,0
118688,0
53375,0
337646,0
221155,0
38288,0
124915,0
208967,0
63910,0
110133,0
325030,0
311679,0
52089,0
117134,0
299324,0
25071,0
118806,1
47071,0
219240,0
21751,0
164812,0
368096,0
80747,0
49678,0
91170,0
67543,0
155200,0
373498,0
246495,0
128233,0
265111,0
139682,0
38904,0
313478,1
195405,0
303583,0
185901,0
207216,0
192227,0
96862,0
122664,0
308079,0
93482,0
71282,0
197641,0
319112,0
150518,0
321357,0
69630,1
341550,0
1776,0
135294,0
333906,0
455,0
100754,1
115899,0
62845,0
32597,0
209716,1
126671,0
325317,0
228243,0
59452,0
207613,0
20322,0
168780,0
338347,0
357078,1
170101,0
130437,1
316244,0
337649,0
214745,0
269754,0
157061,0
40465,0
350566,0
248250,0
33939,0
206140,0
241903,0
29636,0
194937,0
24213,0
221872,0
16330,0
348759,0
251912,1
161253,0
223025,1
180424,0
280016,0
220734,0
127553,0
376466,0
108009,0
177073,0
106669,0
47473,0
270133,0
307587,0
331648,0
304576,0
286444,0
104921,0
371079,0
157316,0
220556,0
72956,0
18392,0
343129,0
222217,1
102241,1
155172,0
255706,0
324963,0
59879,0
4386,0
136629,0
290919,0
5200,0
170968,0
257370,0
115444,0
233064,0
347522,0
338980,0
66868,0
124720,0
309280,0
193143,0
52489,0
378980,0
203576,1
276563,0
132145,0
204374,0
251314,0
288522,1
164384,0
250139,0
93365,0
329832,0
217089,0
192154,1
174780,0
49076,0
278302,0
189928,0
309427,0
275542,0
45686,1
287426,0
355391,0
251174,0
241384,0
166402,0
231784,0
193151,0
255476,0
255826,0
354577,1
97604,0
38162,0
277697,0
201835,0
326006,0
37716,0
314938,0
210617,0
148686,0
331119,0
115894,0
182768,0
34471,0
20341,0
199007,0
25686,0
197450,0
216411,0
329994,0
357439,1
340583,0
40402,0
331310,0
38797,1
24769,0
231181,0
344502,0
128446,0
137777,0
327945,0
159163,0
206434,1
260458,0
302658,0
264424,0
187020,0
263851,0
286799,0
34512,0
9321,0
232112,0
104217,1
236234,0
180665,0
4475,1
127197,0
21245,0
153140,0
335358,0
180513,0
108584,0
280696,0
345728,0
159337,0
376060,0
134099,0
268453,0
222826,0
378390,0
76293,0
263301,0
202843,1
90337,0
138044,0
166055,0
165682,0
139402,0
290263,0
376523,0
70684,0
155538,0
326083,0
174137,0
65182,1
355888,0
120490,0
196041,0
161920,0
202772,0
126454,1
197254,0
34988,0
363306,0
303164,0
286668,0
339519,0
282601,1
78341,0
323212,0
141889,0
295430,0
250845,0
294060,1
167069,0
198191,0
38502,0
232626,1
253795,0
122111,0
94869,0
226238,0
85786,0
334834,0
142629,0
63410,0
152432,0
121653,0
75573,0
100911,0
298477,1
277691,0
308089,0
300672,1
283594,0
341392,0
66704,0
225247,0
314419,1
273406,0
378804,0
17644,0
78196,0
149798,0
243954,0
306349,0
284415,0
272828,0
127949,1
350618,0
167218,0
34275,0
333769,0
215140,0
109184,1
4117,0
12407,0
332895,0
69307,0
29519,0
135273,0
174057,0
365189,0
280042,0
96143,0
148600,0
107276,0
337915,0
368354,0
375326,0
281433,0
281862,0
365259,0
155955,1
217804,0
25106,0
65573,0
64749,0
223339,0
360553,1
149746,0
122066,0
85216,1
154023,0
197598,0
176464,0
203849,0
51513,0
67888,0
31853,1
116785,0
301998,0
46468,0
274472,0
38059,0
215990,1
23168,0
18530,0
112624,0
367248,0
27518,0
209525,0
78758,0
310923,0
55692,1
318814,0
215270,0
343573,0
369369,0
253164,0
339687,0
201682,0
126902,0
336023,0
217313,0
236373,0
13882,0
278453,0
72946,0
126339,0
156628,1
187671,0
67751,0
360236,0
210467,0
290037,0
362096,0
16331,0
342688,0
79519,0
319231,0
324803,0
82874,0
273682,1
371167,0
112892,0
268011,0
88921,0
292787,0
299825,0
17547,1
321113,0
129087,0
10819,0
183292,0
362778,0
227686,0
108414,1
151751,0
93520,0
103607,0
150550,0
264094,0
13253,0
11117,0
146674,0
336921,0
290,0
127012,0
146990,0
332594,0
24065,0
259792,0
226642,0
194097,0
273269,0
259550,1
282492,0
244634,0
3415,0
19734,0
176989,0
208708,0
286837,0
339211,0
70466,0
239165,0
289029,0
36589,0
17398,0
331041,0
68031,0
152474,0
336322,0
138850,0
308721,0
309004,0
343137,0
42396,0
116499,0
108393,0
151170,0
18384,0
42643,0
198017,0
184466,0
298393,0
145220,0
269643,0
173912,1
162201,0
277555,0
355835,0
5601,0
20181,0
15276,0
326708,0
284007,0
303798,0
344645,0
95963,0
143863,0
152361,0
142860,1
205290,0
237744,0
118077,0
354418,0
244044,0
79230,0
327739,1
100192,0
167648,0
171372,0
354530,1
340471,0
230036,0
92596,0
356233,1
344964,0
133489,1
112119,0
30077,0
370234,1
155733,1
54492,0
142172,0
343834,0
126346,0
306937,0
355877,0
163183,0
187182,0
239926,0
303981,1
209298,0
95583,1
147687,0
14989,1
379824,1
362665,1
221032,0
313982,0
252122,0
278635,0
271644,0
177991,0
233638,0
201959,0
223003,0
159237,0
239470,0
320859,0
364026,1
81053,1
232517,0
4226,0
65130,0
56326,0
37017,0
21581,0
348727,0
343935,0
320313,1
305067,0
235227,0
29603,0
356619,0
267342,0
134746,0
326394,0
379193,0
160857,1
245543,1
98555,1
233390,0
276299,0
360740,1
78953,0
285756,1
9551,1
378748,0
173476,0
87762,0
234317,0
55624,0
70912,0
221453,0
369204,0
332384,1
42682,0
243757,0
336446,0
154729,0
126939,1
91128,0
98873,0
130003,0
54084,0
306054,0
321003,0
293666,0
109942,0
174221,0
9686,0
42232,0
7006,0
218843,0
174103,0
276749,0
283276,0
53464,1
357665,0
143559,0
362873,0
302316,0
8038,0
89920,0
149589,0
341805,0
328393,0
156977,0
114069,0
226609,1
265640,0
251690,0
301964,0
243906,0
338904,0
207932,0
144763,1
281077,0
309292,0
208172,0
78520,0
304874,1
11384,0
359486,0
173721,0
28907,0
129721,0
147882,0
94043,0
362174,0
59666,1
1474,0
88452,0
262682,0
336489,0
191237,0
96557,0
89233,0
332229,1
275079,0
135529,0
296283,0
142734,0
192399,0
10331,0
219180,0
175392,0
327555,0
37422,0
56466,0
74482,0
136509,0
124765,0
172,0
102428,0
218372,0
310350,1
116389,0
267192,0
102456,0
351097,0
51169,0
30807,0
156665,0
80930,0
199022,0
28439,0
128216,0
216635,0
137504,0
219328,0
171712,0
123232,0
343233,0
214027,0
281586,0
375389,0
118411,0
84253,0
148316,0
96271,0
115619,0
225439,0
197034,1
195215,0
282262,1
155023,0
242571,0
305150,1
374080,0
379329,0
110098,0
364236,0
115120,0
317419,0
181272,0
118994,0
351248,0
328354,0
335896,0
292252,0
183026,0
173996,0
117022,0
281878,0
120548,0
350869,1
78852,0
213815,1
127289,0
160412,0
137102,1
29393,1
230033,0
246484,0
103172,0
358109,0
104514,0
147787,0
33587,0
368886,0
265605,0
240144,0
218164,1
59994,0
176463,1
188276,0
380215,0
133646,0
115776,0
340667,0
156033,0
317217,0
259382,0
113366,0
82739,0
342078,0
102708,0
341448,0
120838,0
349874,0
168208,0
371983,0
23805,0
11738,0
356574,0
200889,0
138754,1
351348,0
221061,0
316548,0
216454,0
160684,0
30772,0
7968,0
311936,0
129377,0
26222,0
62019,0
31107,1
189825,0
299737,0
107391,0
24374,0
80266,0
202857,1
336820,0
334611,1
155199,0
297289,0
71198,0
169106,0
41669,0
19166,0
351729,0
144424,0
326247,0
153952,1
131688,0
324931,0
296484,0
214773,0
32619,0
147573,0
114855,0
19609,0
274220,0
50966,0
106775,0
326734,0
327726,0
313321,0
354946,0
350374,0
14159,1
367789,0
92094,0
14035,0
321265,0
16492,1
33087,0
111891,0
203260,0
198817,0
202354,0
50446,0
217656,0
23414,0
11300,0
152024,0
350537,0
334038,0
272266,0
221237,0
363748,0
222403,0
270438,0
81484,0
72306,0
113251,0
61185,1
376395,0
232796,0
163337,0
293419,1
87731,0
292931,0
226963,0
126395,0
61167,0
264005,0
253508,0
93979,0
189819,0
205597,0
313441,0
285285,0
342499,0
298850,0
233862,0
270464,0
51750,0
94908,0
75578,0
108834,0
185691,0
341075,0
121419,0
111287,0
151612,0
52723,1
29261,0
221308,0
301177,0
227503,0
374401,0
174060,0
200164,0
159795,1
357445,0
296923,0
233100,0
113253,0
96762,0
101742,0
140185,0
180689,1
250808,0
96286,0
187945,0
242373,1
306397,0
34859,0
245806,1
79227,0
74339,0
26048,0
357853,1
83602,0
103929,0
95295,0
172495,0
294932,0
351101,0
323793,0
256976,1
25560,1
159663,0
150456,0
24355,0
348996,0
254409,0
178613,0
177486,0
108422,0
204623,0
75316,0
1772,1
252238,0
47985,0
365940,0
279373,0
167186,0
352175,0
121833,0
371876,0
253000,0
273181,0
135721,0
368956,0
19229,0
250758,0
377972,0
107083,0
114363,0
42081,0
92275,0
24733,0
271227,0
346411,0
80139,0
334772,1
164671,0
135149,0
346443,0
96459,0
35384,1
21532,0
94263,0
212338,0
231127,1
31878,0
352223,0
231478,1
264647,0
263168,1
109592,0
218250,0
51741,0
106454,0
18763,0
151208,0
54104,0
95581,0
7267,0
314461,0
240896,1
217039,0
167343,0
239229,0
22641,0
191664,0
146552,0
215019,1
275375,1
126147,0
215052,0
218869,0
90612,0
165510,0
201501,0
317871,0
197151,0
281296,0
358004,0
255249,0
111416,0
88342,0
228279,0
361155,0
73363,0
284851,0
345159,0
194212,0
350134,1
239106,0
17642,0
218017,0
48803,1
153927,0
9366,0
154796,0
18428,0
277227,0
230418,0
208679,0
193942,0
236040,0
239680,0
45032,0
186725,0
222570,0
140590,0
349009,0
129546,1
242285,0
235244,0
16617,0
73793,0
380041,0
66429,0
240405,1
335348,1
354972,0
42552,1
20648,1
320686,0
363754,0
224029,0
148028,0
72038,0
105631,0
15927,0
364578,0
225989,0
100025,0
67682,0
92928,0
143466,0
258602,0
167881,0
44885,0
369283,0
299458,0
38483,0
48940,0
112722,0
365779,0
76557,0
237302,1
33395,0
380828,1
331079,0
303823,0
119592,0
192576,0
132058,0
136299,0
349722,0
204056,0
36882,0
295278,0
143380,0
87692,0
301195,0
356386,0
320694,0
194213,0
339723,0
168258,0
239727,0
371598,0
172098,1
48815,0
362728,1
294331,0
267754,0
124575,0
117501,0
265027,0
203766,0
35455,0
255060,0
199211,0
106725,0
224576,0
69836,1
330362,1
267699,0
112433,0
244115,0
190970,0
368669,0
50107,0
302760,1
66207,0
1629,0
13002,0
241613,0
126246,0
104607,0
226588,0
14897,0
286798,0
231928,0
203067,0
139357,1
25671,0
278592,0
132472,0
123580,0
51761,0
125217,0
74730,0
213316,0
270657,0
15308,1
190364,0
316647,0
246920,0
132772,0
113318,0
257622,0
31887,0
120261,0
260538,0
102574,0
189768,0
37748,0
352215,0
142764,0
117862,0
52711,0
97076,0
90876,0
341470,0
360646,1
156646,1
206965,0
262248,0
24509,0
351068,1
114267,0
175236,0
14902,0
181676,0
94668,0
292236,0
65571,0
347796,0
349741,0
226502,0
152678,1
366931,0
235427,1
169046,1
139550,0
365013,0
373652,0
231609,0
53736,0
93185,0
88313,0
95738,0
33698,0
135334,0
112002,0
11606,0
300267,0
342903,0
293,0
259186,0
254934,0
227807,0
328559,1
185286,0
93051,0
25581,0
56332,0
206990,0
222096,0
133077,0
303559,0
255730,0
223850,0
246368,0
207220,0
339117,1
314472,0
38086,0
211269,0
147504,1
103573,0
275799,0
158231,0
170737,0
282554,0
234512,0
325909,0
369752,0
125195,1
281760,0
339191,0
372616,0
294348,0
57100,1
224188,1
322176,0
354246,0
53642,0
232880,0
306816,0
3261,0
209361,0
96073,0
29617,0
71372,0
344464,0
136497,0
310456,0
14164,0
221309,0
160050,0
247646,0
266870,0
279039,0
273571,0
370235,0
362035,0
239298,0
250312,0
218151,0
1025,0
56812,0
260796,0
275535,0
177879,0
135246,0
207302,0
59818,0
192877,0
333487,0
328080,1
143099,0
243767,0
291448,0
257323,0
328180,0
142295,0
82859,0
247485,0
294195,0
16473,0
91775,0
201989,0
69110,0
367709,0
195147,0
91003,0
130496,0
86612,0
168692,0
115587,0
329567,0
92385,0
159050,0
292473,0
42003,0
214057,0
368904,1
295764,0
53396,1
130630,0
228255,0
175904,0
366122,0
212721,0
8396,0
67639,0
56134,0
254433,0
117934,1
51228,0
187125,0
240366,1
189582,0
173884,0
184818,0
161899,0
113295,0
371894,1
231564,0
209104,0
126733,0
162798,0
267379,0
279780,0
301418,0
219051,0
103226,0
169625,0
141571,0
214006,0
39282,0
246592,0
300889,0
218196,0
55475,0
308636,0
2069,0
61064,0
219914,0
377578,0
258338,1
363936,0
171512,0
293771,0
183157,0
183557,0
113392,0
341441,0
221671,0
58308,0
334428,0
344138,0
5380,0
315045,0
122323,0
245621,0
78614,0
6858,0
310554,1
11146,0
115771,1
52054,0
354881,0
155055,0
254233,0
152532,0
32037,0
137388,0
325206,0
300131,0
27492,0
252697,0
67556,0
40321,0
277307,0
40995,0
101353,0
231130,0
351904,0
265417,0
46229,0
355161,0
95907,0
73143,0
378494,0
19122,0
339586,0
127299,0
189495,0
62804,0
173686,0
324825,1
147104,1
24114,0
58550,0
34143,0
233900,0
267071,0
157627,0
165621,0
4630,0
117815,0
249613,0
283745,0
122679,0
309532,0
262407,1
363588,1
259775,0
115354,0
201483,0
92289,0
108869,0
306448,0
11613,0
64664,0
261620,0
351215,0
288551,0
149221,1
50985,0
211,0
77021,0
79028,0
330558,0
203149,0
212000,0
73863,0
237669,0
91662,0
379919,0
333592,0
217543,0
103953,0
160269,0
125245,0
289951,0
297408,0
44799,0
218074,0
8126,0
157060,1
326424,0
138002,0
162660,0
95170,0
274259,0
184091,0
234576,0
180741,0
378853,0
310680,0
142779,0
122425,0
321467,0
22781,0
277131,0
7796,0
127526,0
206376,0
128081,0
105097,0
322225,0
263437,1
168574,0
128055,0
135129,0
246806,0
42459,0
262968,0
337011,0
219709,0
305003,0
216507,0
301118,0
192765,1
235750,0
183122,0
165449,0
214546,0
201223,0
189281,1
245612,0
173511,0
92628,0
192427,0
149437,0
169140,0
47614,1
84516,0
68822,0
149186,0
140024,0
14805,0
8861,0
57828,0
65455,0
318484,1
361257,0
174966,0
131213,0
367616,0
99867,0
207853,0
71859,0
310403,0
14009,0
98858,0
345168,1
190969,0
261397,0
115077,1
225580,0
139108,0
155791,0
368239,0
172981,0
286248,0
243518,0
35374,0
239296,0
246428,0
299637,0
152799,0
286717,0
288016,0
357762,1
92725,0
16227,0
63514,0
270659,0
177856,0
70008,0
88611,1
232661,0
28971,0
36551,0
249025,0
85578,0
96874,1
172267,0
198018,1
227340,0
41513,0
83282,0
9248,0
176436,1
75790,0
279809,0
327995,0
98737,0
53040,1
98913,0
277991,0
176503,0
105500,0
153566,0
234220,0
234095,0
235950,0
130071,0
8513,0
156052,0
42544,0
211615,0
88953,0
210429,0
346719,0
263140,1
28397,0
130001,0
314927,1
171409,0
121725,0
26244,0
66220,0
301561,0
255614,0
84506,0
16024,0
3475,0
149222,0
159497,0
290850,0
15221,1
211169,0
174002,1
379345,0
100393,1
293535,0
238911,0
141961,0
72178,0
76654,1
11862,0
139940,0
178656,0
22217,0
32734,0
66676,0
315098,0
299147,0
361202,0
368631,0
207492,0
257600,0
166289,0
360148,1
355116,0
330778,1
47229,0
17295,0
291194,1
35612,0
166338,1
229445,0
25718,0
155782,0
360486,1
379617,0
110282,0
246829,1
249430,0
201234,0
23134,0
40334,1
342369,1
284658,1
168828,0
334734,0
372455,1
243157,1
366677,1
153966,1
241822,0
346859,0
106328,0
167744,0
225874,0
105266,0
252062,0
209632,0
44258,0
124018,0
267978,0
316660,0
277830,0
369705,0
155453,1
352501,1
121141,0
4528,1
259899,0
241714,0
320814,0
3550,0
38663,0
331934,1
272581,0
317594,0
245514,0
174082,0
323874,0
313424,0
379490,0
107440,0
177184,0
349133,0
59850,0
176541,0
61531,0
309408,0
155924,0
64588,0
130844,0
47423,0
123916,1
4798,0
132853,1
251463,1
326569,1
197023,0
356477,0
122348,1
265914,0
201639,0
49456,1
51706,0
64293,0
197439,0
122864,0
300231,0
236878,0
267241,0
285043,0
324034,0
279881,0
33717,0
60591,0
365900,0
221170,1
344438,0
319080,0
316021,0
252983,1
168728,0
348804,0
27894,0
131559,0
154616,0
343604,0
38453,0
150838,0
141767,0
173531,0
256144,0
148283,0
270420,0
99496,1
21315,1
278055,0
88539,0
300802,0
225526,0
127387,0
333983,1
311777,0
253707,1
76935,0
231177,0
247826,1
166441,0
305459,0
357082,0
9166,0
66873,1
144056,0
158793,0
99536,0
41989,0
177270,0
251315,0
94695,0
211530,0
174543,0
104797,1
6137,0
113638,0
187357,0
148108,0
307133,1
152535,0
331220,0
182952,0
93777,0
190524,0
141262,0
324672,0
319838,0
300805,0
103750,0
222138,0
103022,0
217488,1
87728,0
2367,0
359654,0
279992,0
349186,0
1912,0
71912,1
88945,0
41737,0
260287,0
335907,0
39330,0
214064,0
164123,0
209415,0
248801,0
158118,0
306010,0
227816,0
220052,0
196374,0
29958,0
194062,0
64582,1
262222,0
23173,0
41853,0
203570,0
251442,0
117484,0
47897,1
255040,0
169554,1
263016,0
32242,0
57494,0
29702,0
125064,0
172642,0
341824,1
157263,0
346696,1
205072,0
154255,1
254780,0
368624,0
135083,0
9873,0
102533,0
157998,0
310120,0
304124,0
358051,0
84919,0
248201,0
376757,0
86392,0
199229,0
6650,0
303802,0
223592,0
78488,0
35680,0
291630,0
98790,0
266000,0
87381,0
96010,0
170792,1
234898,0
62644,0
327007,0
132600,0
335030,0
365350,0
67353,0
178887,0
20002,0
374082,0
344912,0
347018,0
111659,0
99911,0
309415,0
44950,1
214760,0
279815,1
141544,0
307854,0
372144,0
164258,0
84955,0
213929,0
78518,0
290666,1
190889,1
329610,0
107401,0
265185,0
22732,0
67512,0
25082,0
107253,0
379383,0
338216,0
319765,0
323128,0
115098,0
266545,0
351453,0
298905,0
212301,0
153659,1
95330,0
17178,0
265734,0
338561,0
315555,0
351658,0
6988,0
171427,0
361390,0
126850,0
205180,0
164342,0
655,0
153421,0
57272,0
109890,0
219476,0
364295,0
343724,0
33239,0
145334,1
213676,0
159380,0
172080,0
313643,0
254759,0
216195,0
144173,0
343170,0
194389,0
95421,0
42969,0
37904,0
368737,0
131965,0
299020,0
44340,1
118396,0
286857,0
8509,0
78445,0
311449,0
262238,0
190179,0
369065,0
57436,0
12361,0
42273,0
357536,0
369650,0
321564,0
136163,0
350181,0
211391,0
34368,0
202725,0
122705,0
312197,0
42371,0
183449,0
33078,1
300055,0
178666,0
103586,0
258840,0
83591,0
268740,0
230923,0
336431,0
322677,0
155562,0
109237,0
330628,0
298632,0
85063,0
170389,0
77868,0
201851,0
277885,0
105151,0
80444,0
228129,0
313765,0
97515,0
155127,0
302745,0
174535,0
294128,1
175028,0
15690,0
256778,0
47991,0
100813,0
39597,0
346272,0
190436,0
204597,0
248193,0
26929,0
90991,0
85279,1
365113,0
370288,0
262346,0
237469,1
95473,1
80178,0
167718,0
134426,1
253195,1
238784,0
35834,0
321984,0
351780,0
344080,0
126194,0
74319,0
1055,0
270594,0
116322,0
305875,0
185165,0
332704,0
170502,0
341847,0
228446,0
282803,0
302828,0
296193,0
150511,0
255551,0
378914,0
66976,0
12244,0
371687,1
217883,0
171371,0
75854,0
242980,0
235314,1
188833,0
325700,0
67779,0
68543,0
319903,0
243878,1
140626,0
251114,0
151243,0
180614,0
327600,1
75667,0
221372,0
99134,0
61345,0
163324,0
30690,0
60276,0
357486,0
331464,1
209926,0
56938,0
179284,0
253113,0
309537,0
43284,0
371883,0
273880,1
216248,0
182935,0
144303,0
159823,0
143058,0
100396,0
244608,0
112227,0
239689,0
176966,0
158042,0
2934,0
149704,0
169185,0
291043,0
92339,0
59751,0
198058,0
11792,0
347041,0
366148,0
202419,0
101522,0
244958,0
101001,0
348459,0
151133,1
359063,0
176729,0
73090,0
58945,0
161170,0
102359,0
241647,0
334972,0
74567,0
9622,0
164195,0
250645,0
21781,0
57703,0
144801,0
197226,0
278262,0
359968,0
329230,0
304110,0
197120,0
72818,0
114483,0
303828,0
229482,0
338791,0
205727,0
324398,0
172938,1
150837,0
368251,0
119802,0
131508,0
57046,0
68297,1
116519,0
113198,0
348650,0
43142,0
11303,1
94959,0
122895,1
36429,0
25818,1
200769,0
224229,1
211086,0
244841,0
70192,0
230369,0
141154,0
353019,0
153496,0
160012,1
45339,0
17031,0
139210,1
41649,1
335888,1
132734,0
341662,0
225724,0
291089,0
327980,0
319034,0
65520,0
130339,0
39620,0
163970,1
41592,0
99483,0
148147,0
298594,0
213974,0
376908,1
259496,0
295042,0
111733,1
183630,0
215091,0
132747,0
220420,0
157045,1
53370,0
248246,0
154315,0
375642,1
286631,0
368468,0
115758,0
248561,0
375795,0
349424,0
113417,0
40225,0
349173,0
255253,0
119295,0
67420,0
113329,0
120915,1
38204,0
161032,0
377184,0
91207,0
368106,0
325111,0
83332,0
69914,0
66931,0
335500,0
317415,0
139445,0
132704,0
154832,1
220504,1
85199,0
370628,1
23749,0
5754,0
1357,0
167407,0
379517,1
90341,0
369199,0
5130,0
356919,1
92964,0
146905,0
347348,0
72992,0
68309,0
140168,0
70682,0
243773,0
212516,0
317254,0
284536,0
244944,1
171217,1
67911,0
139639,0
198245,0
228423,0
176296,0
83048,0
74209,0
255446,0
365516,0
281805,0
301592,0
183457,0
44531,0
286768,1
114890,0
159169,1
67820,0
24601,0
137344,1
234168,1
71995,0
116674,0
169137,0
265791,0
268751,0
372516,0
109280,0
73560,0
184245,0
183009,0
203536,0
260894,1
101833,0
131001,0
162859,0
293608,0
331436,0
186384,0
307039,0
33039,1
68221,0
248244,0
334376,0
123964,1
22994,0
157519,0
54808,0
291960,0
246411,0
206906,0
33072,0
313453,0
196141,0
202558,1
324408,1
211124,0
228126,0
23236,1
103072,1
93096,0
23358,0
289093,0
55367,0
337302,0
6359,1
291111,1
197288,0
29724,1
208858,0
245586,0
44219,0
134190,0
135322,0
63290,0
96382,0
32564,1
104193,0
216840,0
248732,0
188076,0
37942,1
265045,0
79659,0
20823,0
159493,0
15232,0
181444,0
32685,0
104564,1
344081,0
192327,1
327213,0
93591,0
99631,0
231542,0
371650,1
123650,1
332074,0
209498,0
107437,0
232693,0
301652,0
169440,0
171651,0
130807,0
332585,0
277473,0
284424,0
252688,0
267512,0
202017,0
95823,1
291161,0
46399,0
184802,0
370805,0
214083,0
299157,0
371023,0
135823,0
118159,0
91065,0
359029,0
278069,0
212235,0
183481,0
133955,0
132034,0
229091,1
77959,1
293800,0
58243,0
314231,0
94541,0
125376,0
147789,0
134141,0
266294,0
319236,0
7918,1
168214,0
124351,0
253661,0
368743,0
26162,0
294604,0
77466,0
357409,0
350092,0
204219,0
58819,0
132409,0
295315,1
278712,0
354553,0
60074,0
348913,0
44874,0
24231,0
65559,0
201423,0
312198,1
302449,0
14241,0
33609,0
139524,0
172029,0
303011,0
199948,1
237394,0
161584,0
211551,0
58851,0
290794,0
303311,0
114138,0
258844,1
188157,0
14712,0
167418,0
127112,0
73430,0
96006,0
215686,0
315058,0
19103,0
163033,0
222124,0
250818,0
98501,0
134806,0
45329,0
151919,0
245053,0
220184,0
219375,0
41857,0
194104,1
238717,1
345986,0
71866,0
105453,0
859,0
141563,0
40996,1
213365,0
93036,1
100861,0
245094,0
228319,0
95870,0
197736,0
112768,0
24493,1
145793,0
39373,0
110987,0
195708,1
320782,1
76490,0
208751,0
312959,0
6068,0
273485,1
86779,0
110082,0
101392,0
216777,0
378062,0
242040,0
247757,0
153675,0
370279,0
180480,0
262082,0
137465,0
378556,0
10263,0
85524,0
83747,0
325691,0
379753,0
108937,0
314564,0
331965,1
268107,0
342812,0
374318,0
26785,0
333909,0
275998,0
17999,0
158086,0
128010,0
325785,1
91874,0
195765,0
341746,0
315235,0
11406,0
168293,0
21500,1
250034,0
335096,0
118921,1
38539,0
290427,0
264590,0
176807,1
201802,0
154149,0
72530,1
127834,0
303852,1
341196,0
159174,0
81990,0
137293,0
284352,0
335893,0
333638,1
147847,0
268914,0
49422,0
33840,0
259925,0
314398,1
257470,0
12447,0
43232,0
183806,0
119948,0
353299,1
122106,0
247534,1
366083,0
379707,0
11796,0
1859,0
186342,0
185350,0
222282,0
9572,0
286777,1
115640,0
201252,0
274725,0
41922,0
201881,0
371925,0
18523,0
179199,0
50159,0
334697,0
368119,0
378557,0
77255,0
57406,0
226832,0
152377,0
243750,0
67437,1
347501,0
304102,0
105309,0
59515,0
225473,0
7319,0
117544,0
377027,0
38527,0
71965,1
52863,0
104646,0
227217,1
91907,0
45229,0
367756,0
73822,0
247134,0
175612,0
251725,0
44655,0
244323,0
116333,0
236984,0
184040,0
354987,0
15597,0
351305,0
88202,0
329404,0
87114,0
66907,0
356941,0
355453,0
101849,0
80407,0
229057,0
23729,0
92486,0
292847,0
318791,1
234093,0
76003,1
119607,0
165138,0
275143,0
99365,0
157668,0
337851,0
127062,0
236577,0
190080,0
261446,0
368225,0
168857,0
5861,1
197150,0
300638,0
372561,0
229494,1
34867,0
285209,0
80659,0
316801,0
90901,1
290488,0
27322,0
366672,0
369030,0
280699,1
293150,0
207291,0
184925,0
73212,1
34679,0
339206,0
377470,1
186852,0
251093,0
236517,0
62607,0
46980,0
316029,0
19967,0
2606,1
302956,0
198944,0
288181,0
93904,0
12922,0
180134,0
336971,0
59581,0
305684,0
357541,0
282816,0
8631,0
